"ModelN","VarGroup","Model","NumPredictors","MixedEffects","Effects","masterrank_global","masterrank_family","ModelName","value_Rsq","value_AIC","value_BIC","value_RMSE","value_RMSE.Std","value_RMSE.CVmean","value_RMSE.CVsd","value_Singular","value_Sig","value_ICC","maxVIF","value_ICC2","globalrank_Rsq","globalrank_AIC","globalrank_BIC","globalrank_RMSE","globalrank_RMSE.Std","globalrank_RMSE.CVmean","globalrank_RMSE.CVsd","globalrank_Singular","globalrank_Sig","globalrank_ICC","globalrank_ICC2","familyrank_Rsq","familyrank_AIC","familyrank_BIC","familyrank_RMSE","familyrank_RMSE.Std","familyrank_RMSE.CVmean","familyrank_RMSE.CVsd","familyrank_Singular","familyrank_Sig","familyrank_ICC","familyrank_ICC2","globalranks_mean","familyranks_mean"
9,9,"Height.m, CanopyDiameter.m",2,"Species","MixedIntSlope",77,6,"9.MixedIntSlope_Species",0.96238,1065.45326,1108.46112,0.61832,1.03231,0.62815,0.08483,1,0.62136,NA,1.02035,0.29121,49,74,78,75,83,71,74,74,75,68,61,3,5,7,5,5,3,3,4.5,5,5,4,NA,NA
9,9,"Height.m, CanopyDiameter.m",2,"Site","MixedIntSlope",78,7,"9.MixedIntSlope_Site",0.97832,892.44034,935.4482,0.50848,0.84892,0.68627,0.10116,1,0.51459,NA,1.01832,0.59654,12,64,64,61,66,79,97,74,61,69,83,1,1,1,1,1,6,5,4.5,1,6,5,NA,NA
10,10,"Height.m, WoodDensity.g.cm3",2,"Species&Site","MixedIntSlope",79,4,"10.MixedIntSlope_Species&Site",0.93983,1455.10372,1525.74528,0.74038,0.96395,0.9457,0.14774,1,0.74827,NA,1.00034,0.48969,86,98,105,88,71,108,109,74,88,70,78,2,4,4,2,2,4,6,5,2,4,5,NA,NA
10,10,"Height.m, WoodDensity.g.cm3",2,"Species","MixedInt",80,5,"10.MixedInt_Species",0.91287,1670.65859,1692.73408,0.93471,1.21697,0.93968,0.06641,0,0.93675,0.03736,1.00092,0.03736,109,109,108,109,96,107,43,26,108.5,45,12,6,5,5,6,6,3,1,2,6,3,1,NA,NA
10,10,"Height.m, WoodDensity.g.cm3",2,"Species","MixedIntSlope",81,6,"10.MixedIntSlope_Species",0.91532,1676.90651,1721.05748,0.92707,1.20702,0.94602,0.10718,1,0.93019,NA,1.00217,0.1216,105,110,112,105,93,109,101,74,105,71,34,5,6,7,5,5,5,4,5,5,5,2,NA,NA
10,10,"Height.m, WoodDensity.g.cm3",2,"Site","MixedIntSlope",82,7,"10.MixedIntSlope_Site",0.9622,1370.58644,1414.73741,0.68177,0.88764,1.03808,0.17152,1,0.69098,NA,1.00053,0.7825,51,86,88,83,69,112,112,74,85,72,95,1,1,1,1,1,7,7,5,1,6,6,NA,NA
11,11,"CanopyDiameter.m, WoodDensity.g.cm3",2,"Species&Site","MixedInt",83,3,"11.MixedInt_Species&Site",0.9184,1426.97366,1452.77837,0.86445,1.44323,0.87169,0.07073,1,0.86972,NA,1.00503,0.19892,98.5,92,93,98.5,104.5,93,53,74,97.5,73,49,3.5,3,3,3.5,3.5,1,2,4.5,3.5,3,3,NA,NA
11,11,"CanopyDiameter.m, WoodDensity.g.cm3",2,"Species&Site","MixedIntSlope",84,4,"11.MixedIntSlope_Species&Site",0.91916,1444.04229,1512.85486,0.85762,1.43183,0.93764,0.08995,1,0.86474,NA,1.00197,0.22293,96,95,104,96,102,104,83,74,96,74,57,2,4,6,2,2,7,4,4.5,2,4,5,NA,NA
11,11,"CanopyDiameter.m, WoodDensity.g.cm3",2,"Species","MixedInt",85,5,"11.MixedInt_Species",0.91633,1475.16457,1496.6685,0.92311,1.54117,0.92846,0.06714,0,0.9249,0.01274,1.00006,0.01274,102,101,101,104,110,100,45,26,103,48,7,5,5,5,6,6,4,1,1.5,6,2,1,NA,NA
11,11,"CanopyDiameter.m, WoodDensity.g.cm3",2,"Species","MixedIntSlope",86,6,"11.MixedIntSlope_Species",0.91623,1483.53497,1526.54283,0.92035,1.53655,0.93354,0.10623,1,0.9224,NA,1.00001,0.01374,103,105,106,102,108,102,100,74,102,75,8,6,7,7,5,5,5,6,4.5,5,5,2,NA,NA
11,11,"CanopyDiameter.m, WoodDensity.g.cm3",2,"Site","MixedIntSlope",87,7,"11.MixedIntSlope_Site",0.93824,1375.63332,1418.64118,0.80532,1.34451,0.9062,0.12395,1,0.8136,NA,1.00007,0.40878,87,87,89,93,99,96,107,74,93,76,68,1,1,1,1,1,3,7,4.5,1,6,6,NA,NA
12,12,"DBH.cm, Height.m, CanopyDiameter.m",3,"Species&Site","MixedIntSlope",88,3,"12.MixedIntSlope_Species&Site",0.98528,154.22343,242.22143,0.25744,0.10192,0.44208,0.07081,1,0.264,NA,1.20591,0.67225,1,2,3,1,1,44,55,74,1,77,92,1,1,2,1,1,7,6,5,1,4,6,NA,NA
12,12,"DBH.cm, Height.m, CanopyDiameter.m",3,"Species","MixedInt",89,4,"12.MixedInt_Species",0.97349,262.58028,285.53628,0.34529,0.13669,0.3462,0.07078,0,0.34667,0.0717,11.78256,0.0717,26,13,11,21,20,9,54,26,19,38,23,6,4,4,5,5,2,5,2,5,2,2,NA,NA
12,12,"DBH.cm, Height.m, CanopyDiameter.m",3,"Species","MixedIntSlope",90,5,"12.MixedIntSlope_Species",0.97475,271.35683,324.92083,0.33586,0.13296,0.36717,0.05663,1,0.33851,NA,2.24959,0.31176,20,16,16,15,15,15,24,74,15,78,63,4,6,7,4,4,5,2,5,4,5,4,NA,NA
12,12,"DBH.cm, Height.m, CanopyDiameter.m",3,"Site","MixedInt",91,6,"12.MixedInt_Site",0.97384,269.2132,292.1692,0.34657,0.1372,0.35205,0.06554,0,0.34896,0.05897,8.99462,0.05897,23,14,13,22,21,12,42,26,21,42,17,5,5,5,6,6,3,4,2,6,3,1,NA,NA
12,12,"DBH.cm, Height.m, CanopyDiameter.m",3,"Site","MixedIntSlope",92,7,"12.MixedIntSlope_Site",0.98253,176.05909,229.62309,0.28032,0.11097,0.41748,0.0493,1,0.28574,NA,1.30532,0.59561,4,3,2,4,4,31,12,74,4,79,82,2,2,1,2,2,6,1,5,2,6,5,NA,NA
13,13,"DBH.cm, Height.m, WoodDensity.g.cm3",3,"Species&Site","MixedInt",93,2,"13.MixedInt_Species&Site",0.96525,436.48466,464.51187,0.39815,0.16138,0.40276,0.06973,1,0.40123,NA,5.82915,0.08087,39.5,36,37,33.5,33.5,21,51,74,32.5,80,26.5,3.5,4,4,3.5,3.5,1,6,4,3.5,2,3.5,NA,NA
13,13,"DBH.cm, Height.m, WoodDensity.g.cm3",3,"Species&Site","MixedIntSlope",94,3,"13.MixedIntSlope_Species&Site",0.97908,322.7233,414.8127,0.31066,0.12592,0.49262,0.06653,1,0.31794,NA,1.1247,0.59221,8,21,32,7,8,53,44,74,7,81,81,1,2,2,1,1,7,5,4,1,3,6,NA,NA
13,13,"DBH.cm, Height.m, WoodDensity.g.cm3",3,"Species","MixedInt",95,4,"13.MixedInt_Species",0.96208,459.86175,483.88507,0.42062,0.17049,0.42262,0.05107,1,0.42062,NA,5.05013,0,52,40,40,43.5,43.5,33,14,74,41,82,3,6,6,6,6.5,6.5,4,2,4,6,4,1,NA,NA
13,13,"DBH.cm, Height.m, WoodDensity.g.cm3",3,"Species","MixedIntSlope",96,5,"13.MixedIntSlope_Species",0.96266,471.74596,527.80038,0.41513,0.16827,0.42167,0.04605,1,0.41629,NA,2.08617,0.04497,47,42,48,39,39,32,8,74,38,83,14,5,7,7,5,5,3,1,4,5,5,2,NA,NA
13,13,"DBH.cm, Height.m, WoodDensity.g.cm3",3,"Site","MixedInt",97,6,"13.MixedInt_Site",0.96525,434.48466,458.50798,0.39815,0.16138,0.40709,0.05549,0,0.40123,0.08087,5.82915,0.08087,39.5,35,35,33.5,33.5,26,22,26,32.5,35,26.5,3.5,3,3,3.5,3.5,2,3,1,3.5,1,3.5,NA,NA
13,13,"DBH.cm, Height.m, WoodDensity.g.cm3",3,"Site","MixedIntSlope",98,7,"13.MixedIntSlope_Site",0.97843,308.37776,364.43218,0.31498,0.12767,0.46728,0.11872,1,0.32153,NA,1.14747,0.55338,11,19,21,9,9,49,104,74,9,84,79,2,1,1,2,2,6,7,4,2,6,5,NA,NA
14,14,"DBH.cm, CanopyDiameter.m, WoodDensity.g.cm3",3,"Species&Site","MixedIntSlope",99,4,"14.MixedIntSlope_Species&Site",0.98206,219.84384,307.84184,0.28861,0.11425,0.31757,0.07544,1,0.29418,NA,1.06078,0.66838,5,6,15,5,5,1,62,74,5,85,91,1,2,2,1,1,1,3,5,1,4,6,NA,NA
14,14,"DBH.cm, CanopyDiameter.m, WoodDensity.g.cm3",3,"Species","MixedInt",100,5,"14.MixedInt_Species",0.96308,375.58215,398.53815,0.41004,0.16233,0.41458,0.08393,0,0.41135,0.02228,4.77859,0.02228,45,30,28,37,36,28,73,26,36,46,10,6,6,6,6,6,6,5,2,6,3,1,NA,NA
14,14,"DBH.cm, CanopyDiameter.m, WoodDensity.g.cm3",3,"Species","MixedIntSlope",101,6,"14.MixedIntSlope_Species",0.96686,363.29934,416.86335,0.39059,0.15463,0.40489,0.09312,1,0.3922,NA,1.4125,0.12895,34,27,33,28,28,23,87,74,28,86,35,5,5,7,5,5,5,7,5,5,5,2,NA,NA
14,14,"DBH.cm, CanopyDiameter.m, WoodDensity.g.cm3",3,"Site","MixedIntSlope",102,7,"14.MixedIntSlope_Site",0.98168,202.22105,255.78505,0.29138,0.11535,0.32771,0.08901,1,0.29646,NA,1.08294,0.59888,6,5,4,6,6,2,81,74,6,87,84,2,1,1,2,2,2,6,5,2,6,5,NA,NA
15,15,"Height.m, CanopyDiameter.m, WoodDensity.g.cm3",3,"Species&Site","MixedIntSlope",103,4,"15.MixedIntSlope_Species&Site",0.97913,905.85775,1004.77582,0.49768,0.8309,0.66953,0.10532,1,0.50501,NA,1.01935,0.63389,7,66,67,56,64,76,99,74,56,88,88,1,2,2,1,1,6,6,4.5,1,3,6,NA,NA
15,15,"Height.m, CanopyDiameter.m, WoodDensity.g.cm3",3,"Species","MixedInt",104,5,"15.MixedInt_Species",0.9599,1073.45218,1099.25689,0.64074,1.06974,0.64353,0.06792,1,0.64074,NA,5.32366,0,62,79,77,76.5,84.5,74,48,74,76,89,3,6,7,6,6.5,6.5,5,3,4.5,6,4,1,NA,NA
15,15,"Height.m, CanopyDiameter.m, WoodDensity.g.cm3",3,"Species","MixedIntSlope",105,6,"15.MixedIntSlope_Species",0.96262,1071.01617,1131.22718,0.61675,1.02969,0.62542,0.07948,1,0.6198,NA,1.02423,0.30647,48,76,79,74,82,70,66,74,74,90,62,3,5,7,5,5,3,4,4.5,5,5,4,NA,NA
15,15,"Height.m, CanopyDiameter.m, WoodDensity.g.cm3",3,"Site","MixedIntSlope",106,7,"15.MixedIntSlope_Site",0.97849,898.62125,958.83225,0.5073,0.84696,0.91285,0.1592,1,0.51342,NA,1.0336,0.60878,10,65,65,60,65,97,111,74,60,91,85,2,1,1,2,2,7,7,4.5,2,6,5,NA,NA
16,16,"DBH.cm, Height.m, CanopyDiameter.m, WoodDensity.g.cm3",4,"Species&Site","MixedInt",107,2,"16.MixedInt_Species&Site",0.97614,243.33164,273.93964,0.33119,0.13111,0.34064,0.03881,1,0.33356,NA,9.27681,0.06809,16.5,9,6,13.5,12.5,6,2,74,11.5,92,21.5,3.5,4,3,3.5,3.5,2,1,4,3.5,2,2.5,NA,NA
16,16,"DBH.cm, Height.m, CanopyDiameter.m, WoodDensity.g.cm3",4,"Species&Site","MixedIntSlope",108,3,"16.MixedIntSlope_Species&Site",0.98418,177.34765,292.12765,0.26753,0.10591,0.51424,0.09377,1,0.27235,NA,1.85372,0.69199,3,4,12,3,3,57,89,74,3,93,93,2,2,6,2,2,7,6,4,2,3,6,NA,NA
16,16,"DBH.cm, Height.m, CanopyDiameter.m, WoodDensity.g.cm3",4,"Species","MixedInt",109,4,"16.MixedInt_Species",0.97379,254.76964,281.55164,0.34513,0.13663,0.34835,0.05746,1,0.34513,NA,11.55534,0,24,12,10,19.5,18.5,10,26,74,18,94,3,6,6,5,6.5,6.5,4,3,4,6,4,1,NA,NA
16,16,"DBH.cm, Height.m, CanopyDiameter.m, WoodDensity.g.cm3",4,"Species","MixedIntSlope",110,5,"16.MixedIntSlope_Species",0.97461,269.43254,338.30055,0.33748,0.1336,0.34315,0.08068,1,0.33876,NA,3.98753,0.08695,21,15,17,17,17,8,68,74,16,95,30,5,7,7,5,5,3,5,4,5,5,4,NA,NA
16,16,"DBH.cm, Height.m, CanopyDiameter.m, WoodDensity.g.cm3",4,"Site","MixedInt",111,6,"16.MixedInt_Site",0.97614,241.33164,268.11364,0.33119,0.13111,0.33519,0.0632,0,0.33356,0.06809,9.27681,0.06809,16.5,8,5,13.5,12.5,4,39,26,11.5,39,21.5,3.5,3,2,3.5,3.5,1,4,1,3.5,1,2.5,NA,NA
16,16,"DBH.cm, Height.m, CanopyDiameter.m, WoodDensity.g.cm3",4,"Site","MixedIntSlope",112,7,"16.MixedIntSlope_Site",0.98505,141.30106,210.16906,0.25931,0.10266,0.46341,0.12984,1,0.26529,NA,1.23784,0.6391,2,1,1,2,2,48,108,74,2,96,89,1,1,1,1,1,6,7,4,1,6,5,NA,NA
